"","nearest_coarse_block","BBA_ID","Lat1","Lon1","Forest1","Elev1","Lat2","Lon2","Forest2","Elev2","Lat3","Lon3","Forest3","Elev3","Lat4","Lon4","Forest4","Elev4","Centroid_ID","nearest_block_BBA_ID","Cell","eLists","eHours","eKM","eHA","eNumObs","eCount","total.eLists","total.eHours.x","total.eNumObs","total.eCount.x","avg.eCount","avg.eHours"
"3388",881,"42C36",41.14583333,-80.28125,0.666353122,383.132135,41.125,-80.3125,0.813154224,348.9954146,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3438,3438,1855,0,0,0,0,0,0,0,0,0,0,0,0
"3389",882,"56A34",40.9375,-80.28125,0.968832157,381.0516663,40.95833333,-80.3125,0.918136993,334.056111,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3376,3376,2300,0,0,0,0,0,0,0,0,0,0,0,0.375
"3390",882,"56A31",40.97916667,-80.34375,0.993936874,293.3895416,40.95833333,-80.3125,0.918136993,334.056111,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3378,3378,2210,0,0,0,0,0,0,0,0,0,0,0,0.375
"3391",882,"56A32",40.97916667,-80.28125,0.810662974,340.3012739,40.95833333,-80.3125,0.918136993,334.056111,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3379,3379,2212,0,0,0,0,0,0,0,0,0,0,0,0.375
"3392",882,"56A33",40.9375,-80.34375,0.899115965,321.4819622,40.95833333,-80.3125,0.918136993,334.056111,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3377,3377,2298,1,1.5,6.437,0,1,0,1,1.5,1,0,0,0.375
"3393",883,"56B32",40.85416667,-80.28125,0.759220141,305.7795944,40.875,-80.3125,0.859313216,306.4544889,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3381,3381,2478,0,0,0,0,0,0,0,0,0,0,0,0.375
"3394",883,"56A35",40.89583333,-80.34375,0.915760025,256.0076338,40.875,-80.3125,0.859313216,306.4544889,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3388,3388,2387,1,1.5,8.047,0,1,0,1,1.5,1,0,0,0.375
"3395",883,"56A36",40.89583333,-80.28125,0.980020776,344.8477783,40.875,-80.3125,0.859313216,306.4544889,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3380,3380,2389,0,0,0,0,0,0,0,0,0,0,0,0.375
"3396",883,"56B31",40.85416667,-80.34375,0.782251922,319.1829491,40.875,-80.3125,0.859313216,306.4544889,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3387,3387,2476,0,0,0,0,0,0,0,0,0,0,0,0.375
"3397",884,"56A21",40.97916667,-80.46875,0.949005751,331.3473015,40.95833333,-80.4375,0.909784686,333.4742832,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3386,3386,2206,3,3.25,14.484,0,3,0,3,3.25,3,0,0,0.8125
"3398",884,"56A24",40.9375,-80.40625,0.878053845,368.6115234,40.95833333,-80.4375,0.909784686,333.4742832,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3383,3383,2296,0,0,0,0,0,0,0,0,0,0,0,0.8125
"3399",884,"56A23",40.9375,-80.46875,0.9909601,357.9711217,40.95833333,-80.4375,0.909784686,333.4742832,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3389,3389,2294,0,0,0,0,0,0,0,0,0,0,0,0.8125
"3400",884,"56A22",40.97916667,-80.40625,0.821119046,275.967186,40.95833333,-80.4375,0.909784686,333.4742832,40.83333333,-80.25,0.685095838,339.5735391,41,-80.5,0.688024459,348.2691042,3390,3390,2208,0,0,0,0,0,0,0,0,0,0,0,0.8125
"3401",885,"56B16",40.77083333,-80.53125,0.953819444,264.6745605,40.79166667,-80.5625,0.927341352,304.2553864,40.83333333,-80.75,0.833344542,333.8568649,41,-80.5,0.688024459,348.2691042,3392,3392,2646,0,0,0,0,0,0,0,0,0,0,0,0
"3402",885,"56B14",40.8125,-80.53125,0.90086326,343.8362122,40.79166667,-80.5625,0.927341352,304.2553864,40.83333333,-80.75,0.833344542,333.8568649,41,-80.5,0.688024459,348.2691042,3391,3391,2558,0,0,0,0,0,0,0,0,0,0,0,0
"3403",886,"56C14",40.6875,-80.53125,0.521385281,333.6133423,40.70833333,-80.5625,0.683351272,345.7457657,40.83333333,-80.75,0.833344542,333.8568649,41,-80.5,0.688024459,348.2691042,3393,3393,2818,0,0,0,0,0,0,0,0,0,0,0,0
"3404",886,"56C12",40.72916667,-80.53125,0.845317262,357.8781891,40.70833333,-80.5625,0.683351272,345.7457657,40.83333333,-80.75,0.833344542,333.8568649,41,-80.5,0.688024459,348.2691042,3394,3394,2732,0,0,0,0,0,0,0,0,0,0,0,0
"3405",887,"56A16",40.89583333,-80.53125,0.844938682,322.5978699,40.875,-80.5625,0.870276662,324.8440171,40.83333333,-80.75,0.833344542,333.8568649,41,-80.5,0.688024459,348.2691042,3396,3396,2381,1,1,4.828,0,1,0,1,1,1,0,0,0.5
"3406",887,"56B12",40.85416667,-80.53125,0.895614641,327.0901642,40.875,-80.5625,0.870276662,324.8440171,40.83333333,-80.75,0.833344542,333.8568649,41,-80.5,0.688024459,348.2691042,3395,3395,2470,0,0,0,0,0,0,0,0,0,0,0,0.5
"3407",888,"56A12",40.97916667,-80.53125,0.771655455,353.2962189,40.95833333,-80.5625,0.852408883,360.5822907,40.83333333,-80.75,0.833344542,333.8568649,41,-80.5,0.688024459,348.2691042,3397,3397,2204,0,0,0,0,0,0,0,0,0,0,0,0
"3408",888,"56A14",40.9375,-80.53125,0.93316231,367.8683624,40.95833333,-80.5625,0.852408883,360.5822907,40.83333333,-80.75,0.833344542,333.8568649,41,-80.5,0.688024459,348.2691042,3398,3398,2292,0,0,0,0,0,0,0,0,0,0,0,0
"3409",889,"42B16",41.27083333,-80.53125,0.925687783,304.2622579,41.29166667,-80.5625,0.953514751,308.4105784,41.16666667,-80.75,0.728688056,314.5572726,41,-80.5,0.688024459,348.2691042,3440,3440,1572,0,0,0,0,0,0,0,0,0,0,0,0
"3410",889,"42B14",41.3125,-80.53125,0.981341719,312.5588989,41.29166667,-80.5625,0.953514751,308.4105784,41.16666667,-80.75,0.728688056,314.5572726,41,-80.5,0.688024459,348.2691042,3399,3399,1480,0,0,0,0,0,0,0,0,0,0,0,0
"3411",890,"42C26",41.14583333,-80.40625,0.572478918,342.6855713,41.125,-80.4375,0.729417147,317.0129524,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3400,3400,1851,0,0,0,0,0,0,0,0,0,0,0,0
"3412",890,"42D22",41.10416667,-80.40625,0.855305802,320.4138092,41.125,-80.4375,0.729417147,317.0129524,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3429,3429,1941,0,0,0,0,0,0,0,0,0,0,0,0
"3413",890,"42D21",41.10416667,-80.46875,0.823135889,304.9639465,41.125,-80.4375,0.729417147,317.0129524,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3439,3439,1939,0,0,0,0,0,0,0,0,0,0,0,0
"3414",890,"42C25",41.14583333,-80.46875,0.666747979,299.9884827,41.125,-80.4375,0.729417147,317.0129524,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3430,3430,1849,0,0,0,0,0,0,0,0,0,0,0,0
"3415",891,"43D56",41.02083333,-80.03125,0.525717213,366.2817383,41.04166667,-80.0625,0.707684426,368.2052525,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3402,3402,2132,3,4.58,5.633,0,3,0,3,4.58,3,0,0,2.895
"3416",891,"43D53",41.0625,-80.09375,0.783879781,368.7273821,41.04166667,-80.0625,0.707684426,368.2052525,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3401,3401,2041,3,7,14.484,0,5,0,3,7,5,0,0,2.895
"3417",891,"43D54",41.0625,-80.03125,0.632069672,392.5953064,41.04166667,-80.0625,0.707684426,368.2052525,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3404,3404,2043,0,0,0,0,0,0,0,0,0,0,0,2.895
"3418",891,"43D55",41.02083333,-80.09375,0.889071038,345.2165833,41.04166667,-80.0625,0.707684426,368.2052525,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3405,3405,2130,0,0,0,0,0,0,0,0,0,0,0,2.895
"3419",892,"43C54",41.1875,-80.03125,0.30446651,404.436573,41.20833333,-80.0625,0.454926038,404.9787237,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3407,3407,1772,9,1.8,6.437,0,9,0,9,1.8,9,0,0,1.6
"3420",892,"43C51",41.22916667,-80.09375,0.719523436,413.6707344,41.20833333,-80.0625,0.454926038,404.9787237,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3406,3406,1678,9,1.8,8.047,0,9,0,9,1.8,9,0,0,1.6
"3421",892,"43C53",41.1875,-80.09375,0.514688321,390.4517256,41.20833333,-80.0625,0.454926038,404.9787237,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3410,3410,1770,2,2,9.656,0,2,0,2,2,2,0,0,1.6
"3422",892,"43C52",41.22916667,-80.03125,0.281025886,411.3558617,41.20833333,-80.0625,0.454926038,404.9787237,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3409,3409,1680,8,0.8,0,0,8,0,8,0.8,8,0,0,1.6
"3423",893,"43C44",41.1875,-80.15625,0.14418811,400.4558977,41.20833333,-80.1875,0.56847383,377.581525,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3408,3408,1768,0,0,0,0,0,0,0,0,0,0,0,0.75
"3424",893,"43C42",41.22916667,-80.15625,0.884304014,386.7324306,41.20833333,-80.1875,0.56847383,377.581525,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3446,3446,1676,2,3,14.484,0,2,0,2,3,2,0,0,0.75
"3425",893,"42C43",41.1875,-80.21875,0.563521662,364.0605621,41.20833333,-80.1875,0.56847383,377.581525,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3447,3447,1766,0,0,0,0,0,0,0,0,0,0,0,0.75
"3426",893,"42C41",41.22916667,-80.21875,0.681881533,359.0772095,41.20833333,-80.1875,0.56847383,377.581525,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3445,3445,1674,0,0,0,0,0,0,0,0,0,0,0,0.75
"3427",894,"43B56",41.27083333,-80.03125,0.054524081,444.6578865,41.29166667,-80.0625,0.380708349,432.1643932,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3411,3411,1588,9,1.3,3.219,0,9,0,9,1.3,9,0,0,0.575
"3428",894,"43B54",41.3125,-80.03125,0.237084903,439.6986476,41.29166667,-80.0625,0.380708349,432.1643932,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3414,3414,1496,0,0,0,0,0,0,0,0,0,0,0,0.575
"3429",894,"43B55",41.27083333,-80.09375,0.646920578,419.7100525,41.29166667,-80.0625,0.380708349,432.1643932,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3412,3412,1586,0,0,0,0,0,0,0,0,0,0,0,0.575
"3430",894,"43B53",41.3125,-80.09375,0.584303832,424.590986,41.29166667,-80.0625,0.380708349,432.1643932,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3413,3413,1494,1,1,4.828,0,1,0,1,1,1,0,0,0.575
"3431",895,"43B46",41.27083333,-80.15625,0.973317501,381.2656433,41.29166667,-80.1875,0.745621166,389.7493292,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3415,3415,1584,0,0,0,0,0,0,0,0,0,0,0,0
"3432",895,"42B45",41.27083333,-80.21875,0.729014948,374.4092529,41.29166667,-80.1875,0.745621166,389.7493292,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3444,3444,1582,0,0,0,0,0,0,0,0,0,0,0,0
"3433",895,"42B43",41.3125,-80.21875,0.354191346,389.8210106,41.29166667,-80.1875,0.745621166,389.7493292,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3448,3448,1490,0,0,0,0,0,0,0,0,0,0,0,0
"3434",895,"43B44",41.3125,-80.15625,0.925960867,413.5014099,41.29166667,-80.1875,0.745621166,389.7493292,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3443,3443,1492,0,0,0,0,0,0,0,0,0,0,0,0
"3435",896,"42D23",41.0625,-80.46875,0.900275367,326.9513916,41.04166667,-80.4375,0.925612983,307.7556946,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3416,3416,2029,0,0,0,0,0,0,0,0,0,0,0,0
"3436",896,"42D25",41.02083333,-80.46875,0.980068992,307.2769775,41.04166667,-80.4375,0.925612983,307.7556946,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3437,3437,2118,0,0,0,0,0,0,0,0,0,0,0,0
"3437",896,"42D26",41.02083333,-80.40625,0.959389802,300.0409607,41.04166667,-80.4375,0.925612983,307.7556946,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3436,3436,2120,0,0,0,0,0,0,0,0,0,0,0,0
"3438",896,"42D24",41.0625,-80.40625,0.86271777,296.7534485,41.04166667,-80.4375,0.925612983,307.7556946,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3435,3435,2031,0,0,0,0,0,0,0,0,0,0,0,0
"3439",897,"42D34",41.0625,-80.28125,0.925257732,339.423584,41.04166667,-80.3125,0.964088518,333.0440079,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3420,3420,2035,0,0,0,0,0,0,0,0,0,0,0,0
"3440",897,"42D36",41.02083333,-80.28125,0.964140236,348.9386749,41.04166667,-80.3125,0.964088518,333.0440079,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3421,3421,2124,0,0,0,0,0,0,0,0,0,0,0,0
"3441",897,"42D33",41.0625,-80.34375,0.97451076,339.9745789,41.04166667,-80.3125,0.964088518,333.0440079,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3418,3418,2033,0,0,0,0,0,0,0,0,0,0,0,0
"3442",897,"42D35",41.02083333,-80.34375,0.992445342,303.8391937,41.04166667,-80.3125,0.964088518,333.0440079,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3419,3419,2122,0,0,0,0,0,0,0,0,0,0,0,0
"3443",898,"42B23",41.3125,-80.46875,0.755235009,322.6606384,41.29166667,-80.4375,0.775249057,313.0699997,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3432,3432,1482,2,6.5,27.359,0,2,0,2,6.5,2,0,0,1.625
"3444",898,"42B26",41.27083333,-80.40625,0.777351916,307.844751,41.29166667,-80.4375,0.775249057,313.0699997,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3434,3434,1576,0,0,0,0,0,0,0,0,0,0,0,1.625
"3445",898,"42B25",41.27083333,-80.46875,0.783070811,301.6654175,41.29166667,-80.4375,0.775249057,313.0699997,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3431,3431,1574,0,0,0,0,0,0,0,0,0,0,0,1.625
"3446",898,"42B24",41.3125,-80.40625,0.78533849,320.1091919,41.29166667,-80.4375,0.775249057,313.0699997,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3460,3460,1484,0,0,0,0,0,0,0,0,0,0,0,1.625
"3447",899,"42B34",41.3125,-80.28125,0.187828753,374.0953598,41.29166667,-80.3125,0.497320023,354.0519012,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3455,3455,1488,0,0,0,0,0,0,0,0,0,0,0,0.25
"3448",899,"42B35",41.27083333,-80.34375,0.684753441,352.4191406,41.29166667,-80.3125,0.497320023,354.0519012,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3457,3457,1578,1,1,6.437,0,1,0,1,1,1,0,0,0.25
"3449",899,"42B33",41.3125,-80.34375,0.782063343,331.6613235,41.29166667,-80.3125,0.497320023,354.0519012,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3433,3433,1486,0,0,0,0,0,0,0,0,0,0,0,0.25
"3450",899,"42B36",41.27083333,-80.28125,0.334634554,358.031781,41.29166667,-80.3125,0.497320023,354.0519012,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3456,3456,1580,0,0,0,0,0,0,0,0,0,0,0,0.25
"3451",900,"42C34",41.1875,-80.28125,0.825473178,382.3611412,41.20833333,-80.3125,0.687720988,382.9967882,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3441,3441,1764,0,0,0,0,0,0,0,0,0,0,0,0
"3452",900,"42C33",41.1875,-80.34375,0.703701122,383.1631393,41.20833333,-80.3125,0.687720988,382.9967882,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3450,3450,1762,0,0,0,0,0,0,0,0,0,0,0,0
"3453",900,"42C32",41.22916667,-80.28125,0.539646042,385.3645142,41.20833333,-80.3125,0.687720988,382.9967882,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3451,3451,1672,0,0,0,0,0,0,0,0,0,0,0,0
"3454",900,"42C31",41.22916667,-80.34375,0.682063608,381.0983582,41.20833333,-80.3125,0.687720988,382.9967882,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3449,3449,1670,0,0,0,0,0,0,0,0,0,0,0,0
"3455",901,"42C24",41.1875,-80.40625,0.540503815,344.7779785,41.20833333,-80.4375,0.586751338,329.6641304,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3454,3454,1760,0,0,0,0,0,0,0,0,0,0,0,0
"3456",901,"42C22",41.22916667,-80.40625,0.416596961,360.2330811,41.20833333,-80.4375,0.586751338,329.6641304,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3442,3442,1668,0,0,0,0,0,0,0,0,0,0,0,0
"3457",901,"42C23",41.1875,-80.46875,0.608216887,276.4486603,41.20833333,-80.4375,0.586751338,329.6641304,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3453,3453,1758,0,0,0,0,0,0,0,0,0,0,0,0
"3458",901,"42C21",41.22916667,-80.46875,0.781687687,337.1968018,41.20833333,-80.4375,0.586751338,329.6641304,41.16666667,-80.25,0.667705119,362.9801782,41,-80.5,0.688024459,348.2691042,3452,3452,1666,0,0,0,0,0,0,0,0,0,0,0,0
"3459",902,"42D12",41.10416667,-80.53125,0.590693787,351.1930695,41.125,-80.5625,0.573529155,333.1323166,41.16666667,-80.75,0.728688056,314.5572726,41,-80.5,0.688024459,348.2691042,3458,3458,1937,0,0,0,0,0,0,0,0,0,0,0,0
"3460",902,"42C16",41.14583333,-80.53125,0.556364523,315.0715637,41.125,-80.5625,0.573529155,333.1323166,41.16666667,-80.75,0.728688056,314.5572726,41,-80.5,0.688024459,348.2691042,3459,3459,1847,0,0,0,0,0,0,0,0,0,0,0,0
"3461",903,"42D16",41.02083333,-80.53125,0.66744494,348.2415466,41.04166667,-80.5625,0.731635071,341.7726059,41.16666667,-80.75,0.728688056,314.5572726,41,-80.5,0.688024459,348.2691042,3461,3461,2116,0,0,0,0,0,0,0,0,0,0,0,0
"3462",903,"42D14",41.0625,-80.53125,0.795825202,335.3036652,41.04166667,-80.5625,0.731635071,341.7726059,41.16666667,-80.75,0.728688056,314.5572726,41,-80.5,0.688024459,348.2691042,3463,3463,2027,0,0,0,0,0,0,0,0,0,0,0,0
"3463",904,"42C12",41.22916667,-80.53125,0.510891917,263.6912231,41.20833333,-80.5625,0.656073246,274.9135895,41.16666667,-80.75,0.728688056,314.5572726,41,-80.5,0.688024459,348.2691042,3462,3462,1664,0,0,0,0,0,0,0,0,0,0,0,0
"3464",904,"42C14",41.1875,-80.53125,0.801254574,286.1359558,41.20833333,-80.5625,0.656073246,274.9135895,41.16666667,-80.75,0.728688056,314.5572726,41,-80.5,0.688024459,348.2691042,3464,3464,1756,0,0,0,0,0,0,0,0,0,0,0,0
"3465",905,"55A65",41.39583333,-74.71875,0.952474973,178.4975085,41.375,-74.6875,0.826279084,168.0663816,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3465,3465,1245,0,0,0,0,0,0,0,0,0,0,0,0
"3466",905,"55B61",41.35416667,-74.71875,0.700083195,157.6352546,41.375,-74.6875,0.826279084,168.0663816,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3466,3466,1339,0,0,0,0,0,0,0,0,0,0,0,0
"3467",906,"55A63",41.4375,-74.71875,0.454211566,NA,41.45833333,-74.6875,0.454211566,NA,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3467,3467,1151,1,6,9.656,0,5,0,1,6,5,0,0,6
"3468",907,"55A56",41.39583333,-74.78125,0.475604685,344.647403,41.375,-74.8125,0.544719229,312.0933537,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3468,3468,1252,0,0,0,0,0,0,0,0,0,0,0,0
"3469",907,"55B51",41.35416667,-74.84375,0.875485302,305.3200287,41.375,-74.8125,0.544719229,312.0933537,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3469,3469,1355,0,0,0,0,0,0,0,0,0,0,0,0
"3470",907,"55B52",41.35416667,-74.78125,0.63967429,237.6300507,41.375,-74.8125,0.544719229,312.0933537,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3470,3470,1346,0,0,0,0,0,0,0,0,0,0,0,0
"3471",907,"55A55",41.39583333,-74.84375,0.188112639,360.7759323,41.375,-74.8125,0.544719229,312.0933537,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3471,3471,1261,0,0,0,0,0,0,0,0,0,0,0,0
"3472",908,"55A46",41.39583333,-74.90625,0.332132215,400.4959167,41.375,-74.9375,0.640898738,384.2824717,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3472,3472,1274,1,24,8.047,0,4,0,1,24,4,0,0,6
"3473",908,"54A45",41.39583333,-74.96875,0.911163083,350.9729958,41.375,-74.9375,0.640898738,384.2824717,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3473,3473,1285,0,0,0,0,0,0,0,0,0,0,0,6
"3474",908,"54B41",41.35416667,-74.96875,0.904351752,388.7159363,41.375,-74.9375,0.640898738,384.2824717,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3474,3474,1379,0,0,0,0,0,0,0,0,0,0,0,6
"3475",908,"55B42",41.35416667,-74.90625,0.415947903,396.9450378,41.375,-74.9375,0.640898738,384.2824717,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3475,3475,1370,0,0,0,0,0,0,0,0,0,0,0,6
"3476",909,"55A53",41.4375,-74.84375,0.696274476,191.6851908,41.45833333,-74.8125,0.589345706,178.2724126,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3476,3476,1167,0,0,0,0,0,0,0,0,0,0,0,0
"3477",909,"55A54",41.4375,-74.78125,0.482416935,164.8596344,41.45833333,-74.8125,0.589345706,178.2724126,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3477,3477,1160,0,0,0,0,0,0,0,0,0,0,0,0
"3478",910,"55A42",41.47916667,-74.90625,0.473213667,223.3799591,41.45833333,-74.9375,0.799545955,277.1127217,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3478,3478,1088,0,0,0,0,0,0,0,0,0,0,0,0
"3479",910,"55A44",41.4375,-74.90625,0.920831889,295.1154694,41.45833333,-74.9375,0.799545955,277.1127217,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3479,3479,1182,0,0,0,0,0,0,0,0,0,0,0,0
"3480",910,"54A43",41.4375,-74.96875,0.957928579,329.5379524,41.45833333,-74.9375,0.799545955,277.1127217,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3480,3480,1191,0,0,0,0,0,0,0,0,0,0,0,0
"3481",910,"54A41",41.47916667,-74.96875,0.846209686,260.4175059,41.45833333,-74.9375,0.799545955,277.1127217,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3481,3481,1097,0,0,0,0,0,0,0,0,0,0,0,0
"3482",911,"40D45",41.52083333,-74.96875,0.595162361,217.7742615,41.54166667,-74.9375,0.595162361,217.7742615,41.5,-74.75,0.656737733,282.6121199,41.66666667,-74.5,0.656737733,282.6121199,3482,3482,1006,0,0,0,0,0,0,0,0,0,0,0,0
"3483",912,"54A35",41.39583333,-75.09375,0.908835272,424.8374285,41.375,-75.0625,0.820523001,409.7481856,41.5,-75.25,0.730731631,405.0023622,41.66666667,-75.5,0.71991493,400.7293284,3483,3483,1287,0,0,0,0,0,0,0,0,0,0,0,0.5
"3484",912,"54A36",41.39583333,-75.03125,0.928541667,398.9745979,41.375,-75.0625,0.820523001,409.7481856,41.5,-75.25,0.730731631,405.0023622,41.66666667,-75.5,0.71991493,400.7293284,3484,3484,1286,0,0,0,0,0,0,0,0,0,0,0,0.5
"3485",912,"54B32",41.35416667,-75.03125,0.563040984,402.3811493,41.375,-75.0625,0.820523001,409.7481856,41.5,-75.25,0.730731631,405.0023622,41.66666667,-75.5,0.71991493,400.7293284,3485,3485,1380,1,2,3.219,0,0,0,1,2,0,0,0,0.5
"3486",912,"54B31",41.35416667,-75.09375,0.881674082,412.7995667,41.375,-75.0625,0.820523001,409.7481856,41.5,-75.25,0.730731631,405.0023622,41.66666667,-75.5,0.71991493,400.7293284,3486,3486,1381,0,0,0,0,0,0,0,0,0,0,0,0.5
"3487",913,"54A31",41.47916667,-75.09375,0.926772501,267.213147,41.45833333,-75.0625,0.840332088,326.2892476,41.5,-75.25,0.730731631,405.0023622,41.66666667,-75.5,0.71991493,400.7293284,3487,3487,1099,0,0,0,0,0,0,0,0,0,0,0,0
"3488",913,"54A34",41.4375,-75.03125,0.867861103,389.8879013,41.45833333,-75.0625,0.840332088,326.2892476,41.5,-75.25,0.730731631,405.0023622,41.66666667,-75.5,0.71991493,400.7293284,3488,3488,1192,0,0,0,0,0,0,0,0,0,0,0,0
"3489",913,"54A32",41.47916667,-75.03125,0.630820014,272.5349232,41.45833333,-75.0625,0.840332088,326.2892476,41.5,-75.25,0.730731631,405.0023622,41.66666667,-75.5,0.71991493,400.7293284,3489,3489,1098,0,0,0,0,0,0,0,0,0,0,0,0
